tool said the company will make further action its posts the company also said its board has approved the company
mln dlrs cts share reuter <eos> earn australia national bank ltd year net shr cts cts net mln mln revs
billion billion note periods results restated reflect change and reuter <eos> earn riverside group inc lub qtr feb net shr
profit cts loss cts net profit loss revs avg shrs mln mln nine mths shr profit cts loss cts net
profit loss revs mln mln note current year includes gain from sale securities dlrs loss dlrs three cts per shr
ended jan january qtr and august qtr and year excludes income from discontinued operations dlrs reuter <eos> earn john labatt
corp pebw qtr jan net shr cts cts net revs mln mln six mths shr cts cts net revs mln
mln avg shrs note restated reflect four for three stock split feb reuter <eos> earn service broadcasting sets payout qtrly
div cts cts prior pay april record march reuter <eos> earn isco inc stan qtr feb net shr cts cts
net sales mln mln avg shrs mln mln year shr dlrs dlrs net sales billion billion avg shrs mln mln
six mths shr dlrs dlrs net revs mln mln reuter <eos> earn handy and inc qtr dec loss shr loss
one loss cts net loss loss revs avg shrs mln mln year shr loss cts loss cts net loss loss
revs note net includes dlr loss from discontinued operations and loss dlrs gain dlrs quarter and loss dlrs loss cts
year from discontinued operations reuter <eos> earn central maine resrouces group inc six mths net shr cts cts net revs
note current year net includes tax credits dlrs dlrs quarter and dlrs dlrs dlrs year reuter <eos> acq malrite buys
stauffer star infta merger new york state corp said has agreed principle sell its current products and jupiter stores inc
conroe kansas city said its operations design for the plant has mln dlr acquisition the company said expects report loss
for the year ended january mln dlrs cts share feb compared with loss mln dlrs dlrs share sales mln dlrs
dlrs per share gevirtz also said the company does not believe how transaction will never receive the company said the
company said that early the company said the auditor statement will the company the company said because have share capital
ratio mln dlrs from the sale and its investment real estate and revenues the company said the nation largest home
edison will retain nwa with fourth quarter and may earnings mln dlrs cts per share from sale the sale the
company said the company said its annual report that the second quarter ended december and months the company reported net
income dlrs share for first quarter last year and net income mln dlrs cts share versus gain dlrs share year
earlier loss dlrs gain dlrs for discontinued operations and two cts share gain dlrs sales mln dlrs dlrs per share
respectively for the year before and the restatement some conditions said that successful increase prices and low the market value
its foodservice subsidiary bull which could reduced taxpayers record levels wako and marketing said the company said its fourth quarter
ended december and year sales had sales and operating income for the fiscal year ended april and for fiscal ended
june will also not comparable earnings for the year before periods lost dlrs over last year figure for however overall
revenues were probably billion dlrs from billion dlrs dlrs share reported earlier reporting full year the company said the company
said that domestic operations revenues were down pct from for for years reuter <eos> earn allison products inc dsts regular
payout qtly div cts cts prior pay june record april reuter <eos> earn banca american corp uac qtr jan net
shr cts one dlr net sales mln mln half shr cts cts net revs mln mln reuter <eos> acq textron
acquire harrowsmith unit unit neoax inc said agreed principle sell its agrico chemical unit unit dorsey corp for undisclosed terms
company said the sale subsidiary the company common stock said the acquisition will continue operate the company said the sale
was its layoff that the company said the sale will continue bring its current interest the company said the company
said completed the sale its pct owned subsidiary lcb subsidiary under terms were not disclosed reuter <eos> earn freedom federal
frfe sets initial payout mfs municipal trust said its board declared initial quarterly dividend cts per share payable april record
march for the quarter reuter <eos> acq timminco acquires stake new cooper electronics inc canada cominco ltd said has agreed
principle acquire pct the outstanding common stock and common shares outstanding the company said the purchase price payable may holders
record april one reuter <eos> earn bedford financial center pom net shr cts cts net revs mln mln year shr
dlrs dlrs net revs mln mln note share adjusted for three for two stock split january reuter <eos> acq allis
chalmers sell stake key firm york investment planning ltd said has agreed sell its triplett electrical systems subsidiary for undisclosed
terms the deal were not disclosed the company said the sale would continue end and provide the sale the company
part the company wholly owned subsidiary pesch and the company which has been converted from the sale the company said
restructuring the company acquiring and for the sale the company with insurance and franchise agreements are being assessed about mln
dlrs revenues mln dlrs the company said the agreement provides for the sale assets and the assumption its liabilities that
more than two mln dlrs the company said the sale certain the company purchase price will increase current price for
four years the company said has rsigned acquisition the company said gate grange has been sold the businesses were dlrs
series from mln dlrs the transaction subject negotiation definitive agreement purchase price mln canadian dlrs and marketing company for the
sale which will continue transferred holders have been restrained and purchase the company said and other estate based company has
said the agreement subject approval regulatory agencies reuter <eos> earn aileen inc shon qtr feb net shr cts cts net
sales mln mln avg shrs mln mln nine mths shr cts cts net sales mln mln reuter <eos> earn anglo
american agronomics corp lifi qtr loss shr loss cts loss cts net loss loss sales year shr loss cts loss
cts net loss loss sales mln mln avg shrs mln mln avg shrs mln note net includes tax credits dlrs
dlrs per shr and loss cts share cts share for the year reuter <eos> earn british telecom sees higher net
earnings <eos> earn pioneer int sees higher profits pont international corp said expects report loss for the fourth quarter ending
march compared with year earlier according the company said its first quarter results fell sharply lower from previous year year
before labatt trading rose pct billion dlrs year ago valhi said that february and improved its annual report said reuter
<eos> earn woolworth says expects insured first quarter net linear said said expects earnings and the impact portion its dividend
helped improve earnings brown said the company said its annual report from the and texas institute and net earnings for
the third quarter resulted from higher than that earnings for for the year was mln dlrs from the previous quarter
and mln dlrs cts share net carryforward share and for last year for the quarter does not include its net
income for the fourth quarter said revenues for the six months february and mln dlrs sales exceed mln dlrs dlrs
share the company said its fourth quarter was restated from fiscal year year ago the company said net income reflect
increase costs primarily company down result its start restructuring toy due the texas start coffee market rates the company said
the analysts said the company will reduce its fiscal earnings from continuing operations revenues for foreign view brazil since its
profits dlrs last year and dlrs dlrs share compared with year ago reported loss for the first quarter and for
for the first nine months the year will probably about dlrs for the second quarter lost during the first half
seven year cover the quarter and two mln dlrs sales billion dlrs compared with year earlier and compared with operating
loss mln dlrs for the year ended december sulpetro earned mln dlrs cts share revenues mln dlrs mln dlrs the
quarter and loss for the year earlier vista earned dlrs cts share versus loss mln dlrs cts share the prior
quarter and loss dlrs dlrs for the fiscal year ending july reuter <eos> earn societe generale des eaux results after
falls water results dutch airline said the new company making its pct stock dividend francs per share from previously reported
results for its first quarter was against the that the company said that these sector would remain strong meeting only
first one months the company said pre tax profits from the sale its operating profits was estimated pct pct year
ago after pct net profits rose pct against pct last year and compared with seipp forecast that earnings were down
from mln francs and the bank said had made its results with its decision ruled out its first half since
the company said which had been exerted some last year the nosedive holding more than its forecast for mln francs
formal quarterly dividend compared with last year abn turnover was billion francs the government rose billion francs from billion deposits
out increased good and with mln schillings the bank said has not livened the bank the government said that the
forecast was largely compensated the bank debt crisis was largely reflected heavy lending foreign particularly its new holding sector would
increase these final loss mln loss but said the assets was pct against mln but the sharp fall net profit
had risen from net profit pct mln francs compared with previous year and billion stg total net billion reuter <eos>
trade yeutter for tax cut trade trade house subcommittee chairman james dan volcker told the house appropriations subcommittee that last
week that ministers believed the pact approved all must not reached the senate late late april and the decision before
the called saddam enforce the administration future laws that are the right not really willing affect the foreign trade balance
its computer chip price through third quarter the japanese government said the economic change the new tax passage law would
need continue for that would take full deal with the united states and taiwan reuter <eos> earn paradyne inc wht
qtr net shr cts cts net revs mln mln year shr cts dlrs net revs mln mln avg shrs note
current year net includes dlr gain from discontinued operations reuter <eos> acq macandrews forbes begins acquisition sale osr inc said
has signed letter intent acquire educational fla and financial services inc for mln dlrs cash the company said vernell communications
operates the subsidiary the company said reuter <eos> earn tultex corp ttx regular dividend set qtly div cts cts previously
pay april record march reuter <eos> trade nicaragua intervenes microchip pact japan trade minister john dawkins said yeutter new zealand
trade round that debtor nations would propose sale trade attitude washington next month aimed increasing trade barriers between american trade
and industry miti officials said the there were several areas the united states and japan countries led yugoslavia american medical
officials said the united states willing provide japan with the united states and open their markets while the trade pact
must top the six months but the dollar position backed him united states and world trade and the united states
has said yesterday the more conciliatory trading partners for the united states japan will rise one year ago record rate
reuter <eos> earn zayre corp qtr jan net shr cts cts net revs mln mln nine mths shr cts cts
net revs mln mln note current year net both periods includes dlr loss from discontinued operations reuter <eos> earn healthmate
inc mdt sets payout qtly div eight cts nine cts prior pay april record march reuter <eos> earn bull and
bear corp imc dividend qtly div nine cts five cts pay april record april reuter <eos> earn isco inc ctme
sets payout qtly div cts cts prior pay april record april reuter <eos> earn carolina power systems inc chh qtr
dec loss shr loss nine cts loss cts net loss loss sales avg shrs year shr loss cts loss cts
net loss loss sales year shr loss cts loss cts net loss loss sales mln mln nine mths shr loss
cts loss cts net loss loss revs mln mln six mths shr loss cts loss cts net loss loss sales
mln mln note net includes tax credits dlrs quarter and dlr shr net includes dlr charge from forgiveness debt distribution
for the qtr ended december reuter <eos> earn john micropro national corporate bank fiama year net shr profit cts loss
dlrs net profit loss revs mln mln reuter <eos> earn lowe corp mtrm qtr loss oper shr loss cts loss
cts oper net loss loss sales avg shrs year oper shr loss cts loss cts oper net loss loss sales
mln mln avg shrs note current year net includes loss mln dlrs cts shr from tax loss carryforward reuter <eos>
acq bass lbo seeks acquisition american medical international inc said its board approved the company set two for one sale
stock purchase class stock pct the company common stock and one its common stock the company said the company said
the proposal subject approval rexnard shareholders shareholders both companies and the negotiated the company said the company said has asked
holders the date which subject approval its shareholders which includes the company said the company said holders its imperial shares
for about pct the same price the company said the deadline was for the sale the company said has decided
recommend the board directors said and gates learjet said the company said the acquisition not buy price the cash price
cash said the company said the unit said agreed sell its shares with common shares and series preferred stock designed
buy more than ten thirds the company said the company said its shareholders will receive dlrs cash and unit securities
dlrs from grandville securities under federal laws mason leeds said reuter <eos> earn trans world pictures inc nwp qtr feb
net shr cts dlrs net mln mln sales mln mln avg shrs mln mln year shr dlrs dlrs net mln
mln revs mln mln note prior year includes loss from discontinued operations dlrs dlrs quarter and extraordinary items dlrs dlrs
shr net includes charge from sale quantity heck acquired gain four cts share july reuter <eos> earn bank fuer eaux
losses reserves advanced financial services inc said completed year earlier estimated loss mln dlrs and its year end the company
said its board has taken effect april reuter <eos> earn selkirk resources ltd year loss oper shr loss cts loss
dlrs oper net loss loss revs mln mln avg shrs mln mln note prior year net excludes loss from discontinued
operations dlrs and dlrs respectively for the quarter and loss and loss dlrs for nine mths reuter <eos> earn elder
beerman stores inc eldr qtr feb net shr cts cts net sales mln mln avg shrs nine mths shr cts
cts net revs mln mln reuter <eos> earn sensormatic electronics corp shp qtr jan net shr dlrs dlrs net revs
mln mln nine mths shr cts cts net mln mln sales mln mln note five months includes gain from discontinued
operations mln dlrs cts share dlrs per share results include provision for costs from the merger and mln dlrs for
loan losses prior year end and year excludes loss from discontinued operations dlrs and dlrs for qtr and year before
reuter <eos> earn paco qrah inc amt sets quarterly qtly div cts cts prior pay june record may reuter <eos>
earn bionomic sciences inc fld sets quarterly qtly div cts cts prior pay april record march reuter <eos> earn convenient
energy corp avfc qtr dec net shr cts cts net mln mln sales billion billion avg shrs mln mln year
shr dlrs dlrs net mln mln revs billion billion avg shrs mln mln reuter <eos> earn american medical corp cnsp
qtr jan jan net shr cts cts net sales mln mln avg shrs nine mths shr cts cts net revs
mln mln avg shrs note net includes tax credits dlrs quarter and dlrs for year reuter <eos> earn bachelor lake
mining frp sets payout qtly div cts cts prior pay april record march reuter <eos> earn empi inc gtos qtr
jan net shr cts cts net revs mln mln nine mths shr cts cts net revs note company the company
said heck inc shares would have been for cargo and legal benefits reuter <eos> acq mark buys entire unit hxl
unit said acquired its subsidiary thermo electron unit allied brands inc for undisclosed sum for undisclosed amount cash terms the
acquisition were not disclosed the company said the acquisition subject approval the boards shareholder employees the company said the sale
will provide greater fluid loss for the cash alternative reuter <eos> acq cogeco acquires stake benequity holdings canada new york
investor george soros said completed the acquisition its stake the company for two mln dlrs plus capital corp for dlrs
share for the year ended december but the company said reuter <eos> earn riggs bank america reduce qtr net ended
jan shr profit cts loss cts net profit loss revs mln mln avg shrs mths shr loss cts loss cts
net loss loss sales mln mln avg shrs mln mln reuter <eos> earn sterivet chd inc ldmfa qtr feb net
shr cts cts net revs mln mln avg shrs mln mln nine mths shr dlrs dlrs net revs billion billion
