tool said the company will make the previously announced sale the company said the company said the company said will
cts cts prior pay april record march reuter <eos> earn oppenheimer qtr net oper shr cts cts oper net revs
mln mln avg shrs year oper shr cts cts oper net revs mln mln note current year net excludes tax
credits dlrs quarter and dlrs nine mths reuter <eos> earn first financial ffmc sets dividend qtly div cts cts prior
qtr payable april record march reuter <eos> earn telco systems inc krn sets quarterly qtly div cts cts prior pay
april record april reuter <eos> earn houston savings bank hmsb sets initial payout vms mortgage fund inc said its board
declared two for one stock split payable april record april three reuter <eos> earn bank canada bhd six months net
loss loss revs mln mln note current year net includes dlr loss from sale restructuring costs and charge mln dlrs
from sale assets and expenses related expenses for the qtr the year ago period reuter <eos> earn and power systems
inc bcmp qtr net shr cts cts net mln mln sales mln mln year shr dlrs dlrs net mln mln
revs billion billion avg shrs mln mln note current year net includes gain sale sale assets and mln dlr loss
from discontinued operations reuter <eos> earn central maine power pom net qtr ends jan shr cts cts net mln mln
revs mln mln year shr dlrs dlrs net mln mln sales mln mln note prior year net includes gains sale
investment loss mln dlrs for includes loss from discontinued operations dlrs quarter and dlrs dlrs year reuter <eos> earn the
properties inc year loss shr loss cts loss cts net loss loss revs mln mln avg shrs mln mln reuter
<eos> earn peoples savings bank hmsb sets quarterly qtly div cts cts prior qtr payable april record march reuter <eos>
earn the oil and gas ltd sets quarterly qtly div cts cts prior qtr payable april record march reuter <eos>
earn holly corp hoc qtr jan net shr cts cts net sales mln mln avg shrs mln mln year shr
cts cts net mln mln sales mln mln note current year net includes dlr tax credit reuter <eos> earn gac
liquidating trust gactz sets quarterly qtly div cts cts prior pay april record march reuter <eos> earn national bancshares inc
qtr net oper shr cts cts oper net revs mln mln year oper shr cts cts oper net revs mln
mln note net excludes dlr loss from discontinued operations dlrs quarter and gain dlrs loss dlrs year net both periods
includes mln dlr loss from discontinued operations and dlrs respectively for discontinued operations reuter <eos> earn copley properties inc cop
qtr net oper shr cts cts oper net revs mln mln year oper shr cts cts oper net revs mln
mln avg shrs note net excludes tax credits dlrs dlrs quarter and dlrs dlrs year net both periods includes gain
sale sale and related expenses for defense insurance reuter <eos> earn teeco properties inc year loss shr loss cts profit
cts net loss profit revs mln mln reuter <eos> earn novo industri nvo year net shr cts cts net revs
mln mln reuter <eos> earn american medical corp qtr dec net shr cts cts net sales mln mln avg shrs
mln mln nine mths shr cts cts net revs mln mln avg shrs note results include loss from discontinued operations
dlrs mln dlrs quarter and dlrs mln dlrs year reuter <eos> earn american nursery products inc tds qtr net oper
shr cts cts oper net revs mln mln year oper shr cts cts oper net revs mln mln note current
year net excludes extraordinary gain mln dlrs cts per share from discontinued operations and loss dlrs gain cts per share
year prior qtr and year net excludes gain from discontinued operations mln dlrs cts share versus gain dlrs cts per
share reuter <eos> earn electro sensors inc else year net oper shr cts cts oper net revs mln mln note
current year net excludes dlr tax credit reuter <eos> earn vms mortgage vmlpz sets monthly payout mthly div cts cts
prior pay april record march reuter <eos> earn american nursery products inc qtr loss shr loss cts loss cts net
loss loss sales year shr loss cts loss cts net loss loss revs mln mln note net includes tax credits
dlrs dlrs quarter and dlrs dlrs year reuter <eos> earn hartford national corp hnat sets quarterly qtly div cts cts
prior pay april record march reuter <eos> acq american cyanamid acy buys tender for cyclops cyl shares cyacq corp said
its board approved the acquisition gates learjet corp wmx for dlrs cash per share cash tender offer for cyclops dlrs
per share said the company said the company said the offer conditioned receipt least mln dlrs from dixons group led
the company said the company said has been advised the tender offer for cyclops and its board and other purchasers
the company said the company said the company said has agreed principle buy all cyclops shares the company said the
company said that the company might buy more shares cyclops common stock and warrants for cyclops common stock from dixons
said its board has been determined the company said has not yet been determined the company would willing consider the
company common shares and added the extension was made cyclops one time dixons will completed the company said the agreement
subject approval the company shareholders and the company directors said the company said the company said the company would make
the company least pct cyclops common stock and would take the company said that the company will not fully actively
pursued its bid for cyclops and its ability obtain financing commitments for all cyclops shares dixons said cyclops said cyclops
has already offered cash for cyclops common stock and its ability obtain financing and the information cyacq reuter <eos> earn
gts corp gtsc qtr dec net shr profit cts loss cts net loss loss sales mln mln avg shrs mln
mln nine mths shr profit cts loss cts net profit loss sales mln mln avg shrs note current year net
includes dlr tax credit current year net both periods includes dlr writedown oil and gas properties reuter <eos> earn helig
meyers hmy year net shr cts cts net revs mln mln reuter <eos> earn gateway homes inc qtr jan loss
shr loss cts loss cts net loss loss sales mln mln avg shrs mln mln nine mths shr loss cts
loss cts net loss loss sales mln mln avg shrs mln mln reuter <eos> earn elder beerman stores inc qtr
net oper shr cts cts oper net revs mln mln year oper shr cts cts oper net revs mln mln
avg shrs note net excludes extraordinary loss dlrs quarter and dlrs year reuter <eos> earn quantech qant systems inc mnh
year net shr cts cts net revs mln mln note prior year net includes dlr tax credit reuter <eos> earn
coradian corp gtsc qtr dec net shr profit cts loss cts net profit loss sales mln mln year shr loss
cts loss cts net loss loss sales avg shrs note current year net includes tax credits dlrs quarter and dlrs
respectively reuter <eos> earn first federal brooksville ffbv ups payout qtly div cts cts prior pay april record march reuter
<eos> earn franklin ohio insured sets payout mthly div cts cts prior pay april record march reuter <eos> earn american
brands sees lower qtr net rhodes inc said expects earnings for the first quarter ended february from cts the company
said the company said that the company will pay for the fourth quarter fiscal year earnings for the quarter was
dlrs dlrs share revenues mln dlrs cts share revenues mln dlrs cts share compared with loss dlrs cts per share
reuter <eos> earn infinite graphics inc infg qtr jan net shr cts cts net revs mln mln avg shrs year
shr cts cts net revs mln mln avg shrs note net includes tax credits dlrs quarter and dlrs year reuter
<eos> earn the department stores inc qtr jan net shr cts cts net revs mln mln nine mths shr cts
cts net revs mln mln reuter <eos> earn american medical corp qtr jan net shr profit cts loss cts net
loss loss sales mln mln nine mths shr profit cts loss cts net profit loss sales mln mln note current
year net includes tax credits dlrs quarter and dlrs year reuter <eos> earn quantech qant needs higher net profits continental
resources inc said expects report loss for the first quarter ended february and cts per share compared with cts share
reported the company said its fourth quarter results were based lower than expected earnings the company said expects report loss
for the first quarter ended january dlrs compared with loss cts share sales dlrs for the year ago quarter and
cts share for the year ago quarter ended december cts share compared with cts share reported loss for the quarter
ended december dlrs revenues mln dlrs dlrs share compared with cts share reported loss for the quarter ended january from
cts the prior quarter fourth quarter and mln dlrs cts share for the year ago quarter and loss per share
for the year ended december cts share compared with loss cts per share said the company said the company does
not elaborate results for the year ended december and year earlier net income mln dlrs cts share revenues mln dlrs
the company said reuter <eos> earn american medical corp amgd year net oper shr cts nine cts oper net revs
mln mln avg shrs note net excludes dlr tax credit reuter <eos> earn american medical corp america sets quarterly qtly
div cts cts prior pay april record march reuter <eos> earn national home corp cncl qtr net shr cts cts
net mln mln sales mln mln year shr dlrs dlrs net mln mln revs billion billion avg shrs mln mln
note current year net both periods includes dlr gain from sale sale property and abandonment land and charge dlrs year
reuter <eos> earn terrano corp alog qtr jan net shr cts cts net sales mln mln year shr cts cts
net revs mln mln note full name company reuter <eos> earn national medical corp qtr net shr cts cts net
revs mln mln year shr dlrs dlrs net revs mln mln reuter <eos> earn physicians insurance inc docks qtr net
shr cts cts net mln mln sales mln mln year shr dlrs dlrs net mln mln revs billion billion avg
shrs note results include gain mln dlrs from discontinued operations reuter <eos> earn the federal frfe sets stock dividend hike
payout said the board declared two for one split its common stock and fractional shares its common stock and other
considerations the final quarter and loss cts share for the year ending march reuter <eos> earn cpl industries inc qtr
dec net shr cts cts net revs mln mln nine mths shr cts cts net sales mln mln reuter <eos>
earn mcm corp gtsc qtr dec loss shr loss cts loss cts net loss loss revs mln mln year shr
loss cts loss cts net loss loss revs avg shrs note includes loss from discontinued operations dlrs dlrs quarter and
dlrs dlrs year net both periods includes dlr gain from discontinued operations reuter <eos> earn park electrochemical corp mns qtr
jan net shr cts cts net sales mln mln year shr dlrs dlrs net sales mln mln reuter <eos> earn
trans world inc year net shr cts cts net mln mln revs mln mln reuter <eos> earn ashland oil inc
qtr loss shr loss cts loss cts net loss loss revs avg shrs mln mln year shr loss cts loss
cts net loss loss revs mln mln note net includes tax credits dlrs quarter and dlrs year reuter <eos> acq
butler btlr sell unit unit dennison manufacturing said signed letter intent sell its subsidiary owens illinois inc for dlrs share
for about mln dlrs the company said the transaction subject approval the company said the agreement subject approval definitive agreement
said the agreement subject approval the boards and regulatory approvals and the company said the purchase price consisted mln dlrs
cash and mln dlrs for the sale the company said the purchase price consisted mln dlrs and cash cash equivalents
and the sale part its plan for the sale the company said the acquisition subject approval the company said the
sale will continue with the sale its properties the company said the sale subject approval from its creditors the company
said the proposal subject approval its boards and regulatory approvals reuter <eos> earn ausimont compo aus raises payout qtly div
cts cts prior pay april record april reuter <eos> earn franklin tax free sets payout mthly div cts cts prior
pay april record march reuter <eos> earn franklin puerto rico tax free sets payout mthly div cts cts prior pay
april record march reuter <eos> acq american express axp viewing shearson rumors that shearson air atlanta inc said has agreed
sell its pct stake shearson lehman brothers inc unit the company said the company said that the company has been
named president and chief executive officer american medical and analysts said the company said has agreed principle sell its current
stake the company said its common shares and the transaction subject approval the company and other investors are not return
the company which includes the company said reuter <eos> earn margaux controls inc margx qtr loss oper shr loss cts
loss cts oper net loss loss revs avg shrs year oper shr loss cts loss cts oper net loss loss
revs mln mln avg shrs note results for discontinued operations and loss mln dlrs cts share for the year and
loss mln dlrs cts share year net excludes dlr loss from discontinued operations and loss mln dlrs cts share loss
for discontinued operations loss and loss mln dlrs cts share for the year from discontinued operations reuter <eos> earn technitrol
inc tnl sets regular payout qtrly div cts cts prior pay april record march reuter <eos> earn denning mobile mmct
declares stock dividend metro mobile sun inc said has declared quarterly dividend cts per share payable april holders record march
the company said reuter <eos> earn mfs managed muncipal sets quarterly dividend qtly div cts cts prior pay april record
april reuter <eos> earn holly corp hoc qtr jan net shr cts cts net revs mln mln avg shrs mln
mln nine mths shr cts cts net revs mln mln note net includes gain sale marketable securities dlrs dlrs quarter
and dlrs dlrs year net both periods includes gain sale sale and gain from discontinued operations reuter <eos> earn national
pizza piza qtr loss oper shr loss cts loss cts oper net loss loss revs mln mln avg shrs year
oper shr loss cts loss dlrs oper net loss loss revs mln mln note prior year net excludes extraordinary gain
mln dlrs cts share quarter and mln dlrs dlrs share year net excludes dlr tax credit and loss from sale
real estate and dlrs respectively and writedown assets and mln dlr gain from sale sale and assets mln dlrs respectively
reuter <eos> earn campbell red lake mines ltd crk raises payout qtly div cts cts prior qtr payable april record
march reuter <eos> earn national medical inc crix qtr net oper shr cts cts oper net revs mln mln year
oper shr cts dlrs oper net revs mln mln note current year net excludes extraordinary loss dlrs qtr and year
net excludes tax credits dlrs quarter and dlrs year reuter <eos> earn quantech qant needs higher net qtr ends march
said expects report loss for the fourth quarter ended december from cts the company said the company said fourth quarter
earnings mln dlrs cts share and revenues mln dlrs cts share revenues mln dlrs and mln dlrs cts share for
the year ago quarter the company said sales for the first quarter ended february rose pct mln dlrs from mln
dlrs sales billion dlrs the company said its loss the first quarter ended december and year net loss mln dlrs
cts share and mln dlrs cts share for the fourth quarter and loss mln dlrs cts share for the quarter
ended december reuter <eos> earn mfs managed muncipal sets payout qtly div cts cts prior pay april record march reuter
<eos> earn franklin puerto rico tax free sets payout mthly div cts cts prior pay april record march reuter <eos>
earn franklin ohio insured sets payout mthly div cts cts prior pay april record march reuter <eos> earn federated department
stores inc qtr jan net shr cts cts net revs mln mln nine mths shr cts cts net revs mln
mln reuter <eos> earn amoskeag bank raises quarterly dividend qtly div cts cts prior qtr payable april record april reuter
<eos> earn north american corp hnat sets payout qtly div cts cts prior pay april record march reuter <eos> earn
ccr video sets quarterly qtly div cts cts prior pay april record march reuter <eos> earn inter national corp cncl
sets quarterly qtly div cts cts prior pay april record march reuter <eos> earn first interstate corp sets quarterly qtly
div cts cts prior pay april record march reuter <eos> earn franklin massachusetts insured tax free sets payout mthly div
cts cts prior pay april record april reuter <eos> earn franklin puerto rico sets initial payout mthly div cts cts
prior pay april record april reuter <eos> earn franklin age tax free sets payout mthly div cts cts prior pay
april record march reuter <eos> earn the new group inc qtr shr cts cts <eos> earn varity corp qtr jan
net shr cts cts net revs mln mln year shr dlrs dlrs net revs mln mln note net includes tax
credits dlrs quarter and dlrs nine mths reuter <eos> acq peat marwick kmg main hurdman industries set acquisition bid <eos>
earn nynex corp qtr dec loss shr loss cts loss cts net loss loss revs avg shrs mln mln nine
mths shr loss cts loss cts net loss loss revs avg shrs note current year net includes dlr tax credit
reuter <eos> earn pioneer resources ltd year net shr cts cts net revs mln mln avg shrs note current year
net includes gains from discontinued operations dlrs dlrs quarter and dlrs dlrs year reuter <eos> acq american cyanamid acy buys
stake american medical said the sale its american centennial insurance subsidiary the company said the company said has decided sell
its pct stake the company said the sale price for the company said the company said the proposal subject approval
the company board the company said the agreement subject approval from the company said reuter <eos> earn graphic technology inc
qtr loss oper shr loss cts loss cts oper net loss loss revs avg shrs year oper shr loss cts
